ano;mes;dia;valor
1994;10;10;59,86
1994;10;11;59,99
1994;10;13;60,13
1994;10;14;60,13
1994;10;17;59,99
1994;10;18;59,99
1994;10;19;59,99
1994;10;20;59,99
1994;10;21;59,99
1994;10;24;60,13
1994;10;25;60,13
1994;10;26;60,26
1994;10;27;60,40
1994;10;28;60,26
1994;10;31;64,76
1994;11;01;64,62
1994;11;03;65,17
1994;11;04;65,31
1994;11;07;65,31
1994;11;08;65,31
1994;11;09;65,31
1994;11;10;65,31
1994;11;11;65,45
1994;11;14;65,45
1994;11;16;65,45
1994;11;17;65,45
1994;11;18;65,45
1994;11;21;65,45
1994;11;22;65,45
1994;11;23;65,45
1994;11;24;65,45
1994;11;25;65,45
1994;11;28;65,45
1994;11;29;65,45
1994;11;30;65,45
1994;12;01;59,19
1994;12;02;58,26
1994;12;05;58,26
1994;12;06;57,99
1994;12;07;54,85
1994;12;08;54,98
1994;12;09;54,98
1994;12;12;55,11
1994;12;13;54,85
1994;12;14;54,46
1994;12;15;53,17
1994;12;16;51,63
1994;12;19;52,02
1994;12;20;51,25
1994;12;21;50,62
1994;12;22;50,75
1994;12;23;50,24
1994;12;26;50,24
1994;12;27;49,86
1994;12;28;49,86
1994;12;29;49,86
1994;12;30;49,86
1995;01;02;47,37
1995;01;03;47,12
1995;01;04;47,12
1995;01;05;47,12
1995;01;06;47,12
1995;01;09;47,12
1995;01;10;47,00
1995;01;11;45,89
1995;01;12;45,77
1995;01;13;45,89
1995;01;16;45,77
1995;01;17;45,77
1995;01;18;46,02
1995;01;19;45,89
1995;01;20;45,89
1995;01;23;45,77
1995;01;24;45,89
1995;01;25;45,77
1995;01;26;45,65
1995;01;27;45,53
1995;01;30;45,89
1995;01;31;46,14
1995;02;01;56,28
1995;02;02;56,67
1995;02;03;56,94
1995;02;06;56,94
1995;02;07;56,81
1995;02;08;56,81
1995;02;09;56,67
1995;02;10;56,67
1995;02;13;56,67
1995;02;14;56,54
1995;02;15;56,54
1995;02;16;56,41
1995;02;17;56,41
1995;02;20;56,28
1995;02;21;56,28
1995;02;22;56,28
1995;02;23;56,28
1995;02;24;56,28
1995;03;01;41,67
1995;03;02;41,56
1995;03;03;41,67
1995;03;06;41,67
1995;03;07;41,67
1995;03;08;41,67
1995;03;09;41,67
1995;03;10;65,87
1995;03;13;65,73
1995;03;14;65,59
1995;03;15;65,73
1995;03;16;65,73
1995;03;17;65,73
1995;03;20;65,73
1995;03;21;65,73
1995;03;22;65,73
1995;03;23;65,73
1995;03;24;65,73
1995;03;27;65,73
1995;03;28;65,59
1995;03;29;65,59
1995;03;30;65,59
1995;03;31;65,73
1995;04;03;85,74
1995;04;04;85,58
1995;04;05;85,43
1995;04;06;85,43
1995;04;07;85,43
1995;04;10;85,43
1995;04;11;85,43
1995;04;12;85,43
1995;04;17;85,58
1995;04;18;85,43
1995;04;19;85,43
1995;04;20;85,43
1995;04;24;85,58
1995;04;25;85,43
1995;04;26;85,43
1995;04;27;85,43
1995;04;28;85,43
1995;05;02;61,34
1995;05;03;61,21
1995;05;04;61,21
1995;05;05;61,21
1995;05;08;61,21
1995;05;09;61,21
1995;05;10;61,21
1995;05;11;61,07
1995;05;12;61,07
1995;05;15;61,07
1995;05;16;60,94
1995;05;17;60,94
1995;05;18;60,94
1995;05;19;60,94
1995;05;22;60,94
1995;05;23;60,94
1995;05;24;60,94
1995;05;25;60,94
1995;05;26;60,94
1995;05;29;60,94
1995;05;30;60,94
1995;05;31;60,94
1995;06;01;61,34
1995;06;02;60,94
1995;06;05;60,94
1995;06;06;60,80
1995;06;07;60,80
1995;06;08;60,80
1995;06;09;60,80
1995;06;12;60,80
1995;06;13;60,80
1995;06;14;60,80
1995;06;16;60,80
1995;06;19;60,80
1995;06;20;60,80
1995;06;21;60,80
1995;06;22;60,80
1995;06;23;60,80
1995;06;26;60,80
1995;06;27;60,80
1995;06;28;60,80
1995;06;29;60,80
1995;06;30;60,80
1995;07;03;60,53
1995;07;04;60,80
1995;07;05;60,80
1995;07;06;60,80
1995;07;07;60,80
1995;07;10;60,67
1995;07;11;60,67
1995;07;12;60,67
1995;07;13;60,53
1995;07;14;60,53
1995;07;17;60,40
1995;07;18;60,40
1995;07;19;60,40
1995;07;20;60,40
1995;07;21;60,40
1995;07;24;60,40
1995;07;25;60,40
1995;07;26;60,40
1995;07;27;60,40
1995;07;28;60,40
1995;07;31;60,40
1995;08;01;52,40
1995;08;02;52,27
1995;08;03;52,27
1995;08;04;51,76
1995;08;07;51,00
1995;08;08;51,00
1995;08;09;50,87
1995;08;10;50,87
1995;08;11;50,87
1995;08;14;50,87
1995;08;15;50,87
1995;08;16;50,87
1995;08;17;50,87
1995;08;18;50,87
1995;08;21;50,87
1995;08;22;50,87
1995;08;23;50,87
1995;08;24;50,87
1995;08;25;50,87
1995;08;28;50,87
1995;08;29;50,87
1995;08;30;50,87
1995;08;31;50,87
1995;09;01;52,27
1995;09;04;51,00
1995;09;05;51,00
1995;09;06;51,00
1995;09;08;51,00
1995;09;11;51,00
1995;09;12;51,00
1995;09;13;51,00
1995;09;14;50,75
1995;09;15;51,00
1995;09;18;51,00
1995;09;19;51,00
1995;09;20;51,00
1995;09;21;51,00
1995;09;22;51,00
1995;09;25;51,00
1995;09;26;51,00
1995;09;27;51,00
1995;09;28;50,62
1995;09;29;50,37
1995;10;02;44,19
1995;10;03;44,80
1995;10;04;44,55
1995;10;05;44,19
1995;10;06;43,59
1995;10;09;43,59
1995;10;10;43,59
1995;10;11;43,71
1995;10;13;43,59
1995;10;16;45,41
1995;10;17;44,43
1995;10;18;44,55
1995;10;19;44,68
1995;10;20;44,80
1995;10;23;44,80
1995;10;24;43,71
1995;10;25;44,19
1995;10;26;44,07
1995;10;27;43,47
1995;10;30;43,47
1995;10;31;42,99
1995;11;01;42,63
1995;11;03;42,03
1995;11;06;42,63
1995;11;07;42,87
1995;11;08;43,71
1995;11;09;43,71
1995;11;10;43,71
1995;11;13;44,19
1995;11;14;44,07
1995;11;16;44,31
1995;11;17;44,19
1995;11;20;44,19
1995;11;21;42,39
1995;11;22;42,15
1995;11;23;42,03
1995;11;24;41,91
1995;11;27;42,03
1995;11;28;42,15
1995;11;29;41,91
1995;11;30;41,91
1995;12;01;40,02
1995;12;04;40,61
1995;12;05;40,25
1995;12;06;40,25
1995;12;07;40,49
1995;12;08;40,14
1995;12;11;41,79
1995;12;12;40,73
1995;12;13;40,84
1995;12;14;42,03
1995;12;15;42,51
1995;12;18;42,51
1995;12;19;42,39
1995;12;20;42,39
1995;12;21;42,27
1995;12;22;42,15
1995;12;26;41,67
1995;12;27;40,96
1995;12;28;40,25
1995;12;29;40,25
1996;01;02;35,29
1996;01;03;35,17
1996;01;04;33,48
1996;01;05;33,15
1996;01;08;33,15
1996;01;09;33,15
1996;01;10;33,15
1996;01;11;33,26
1996;01;12;33,26
1996;01;15;33,15
1996;01;16;33,26
1996;01;17;33,48
1996;01;18;33,15
1996;01;19;34,72
1996;01;22;34,72
1996;01;23;34,61
1996;01;24;34,72
1996;01;25;34,16
1996;01;26;33,59
1996;01;29;33,48
1996;01;30;34,27
1996;01;31;33,93
1996;02;01;36,08
1996;02;02;35,85
1996;02;05;35,51
1996;02;06;35,85
1996;02;07;35,51
1996;02;08;35,51
1996;02;09;35,40
1996;02;12;35,97
1996;02;13;35,74
1996;02;14;36,65
1996;02;15;37,23
1996;02;16;37,23
1996;02;21;37,46
1996;02;22;37,46
1996;02;23;37,46
1996;02;26;36,20
1996;02;27;35,40
1996;02;28;35,17
1996;02;29;34,38
1996;03;01;31,15
1996;03;04;31,59
1996;03;05;29,95
1996;03;06;30,16
1996;03;07;30,16
1996;03;08;29,95
1996;03;11;30,49
1996;03;12;30,49
1996;03;13;29,95
1996;03;14;29,95
1996;03;15;29,95
1996;03;18;30,27
1996;03;19;30,16
1996;03;20;29,95
1996;03;21;29,95
1996;03;22;29,84
1996;03;25;29,84
1996;03;26;29,95
1996;03;27;29,95
1996;03;28;29,84
1996;03;29;29,84
1996;04;01;29,18
1996;04;02;28,86
1996;04;03;29,18
1996;04;08;29,08
1996;04;09;28,97
1996;04;10;30,16
1996;04;11;30,27
1996;04;12;30,27
1996;04;15;30,82
1996;04;16;30,93
1996;04;17;30,93
1996;04;18;30,82
1996;04;19;30,60
1996;04;22;30,38
1996;04;23;29,29
1996;04;24;28,97
1996;04;25;28,86
1996;04;26;28,10
1996;04;29;26,93
1996;04;30;25,97
1996;05;02;25,34
1996;05;03;25,13
1996;05;06;25,02
1996;05;07;25,02
1996;05;08;25,02
1996;05;09;25,02
1996;05;10;25,02
1996;05;13;25,02
1996;05;14;25,13
1996;05;15;25,34
1996;05;16;25,13
1996;05;17;25,23
1996;05;20;25,13
1996;05;21;25,13
1996;05;22;25,13
1996;05;23;25,02
1996;05;24;25,34
1996;05;27;26,08
1996;05;28;26,82
1996;05;29;27,35
1996;05;30;28,00
1996;05;31;28,75
1996;06;03;29,18
1996;06;04;29,73
1996;06;05;29,73
1996;06;07;30,27
1996;06;10;30,93
1996;06;11;31,26
1996;06;12;31,37
1996;06;13;31,37
1996;06;14;31,37
1996;06;17;31,37
1996;06;18;31,26
1996;06;19;31,04
1996;06;20;31,26
1996;06;21;29,95
1996;06;24;29,84
1996;06;25;27,46
1996;06;26;26,18
1996;06;27;25,76
1996;06;28;24,40
1996;07;01;24,08
1996;07;02;23,46
1996;07;03;23,67
1996;07;04;23,25
1996;07;05;23,25
1996;07;08;23,25
1996;07;09;23,15
1996;07;10;23,05
1996;07;11;23,25
1996;07;12;23,56
1996;07;15;23,46
1996;07;16;23,15
1996;07;17;23,15
1996;07;18;23,15
1996;07;19;23,25
1996;07;22;23,15
1996;07;23;23,15
1996;07;24;23,25
1996;07;25;23,15
1996;07;26;23,05
1996;07;29;23,05
1996;07;30;23,15
1996;07;31;23,36
1996;08;01;24,50
1996;08;02;24,71
1996;08;05;25,23
1996;08;06;25,55
1996;08;07;25,55
1996;08;08;25,55
1996;08;09;25,45
1996;08;12;25,55
1996;08;13;25,55
1996;08;14;25,45
1996;08;15;25,55
1996;08;16;25,55
1996;08;19;25,55
1996;08;20;25,34
1996;08;21;24,92
1996;08;22;24,61
1996;08;23;24,40
1996;08;26;24,29
1996;08;27;24,40
1996;08;28;24,40
1996;08;29;24,08
1996;08;30;24,08
1996;09;02;24,71
1996;09;03;24,92
1996;09;04;25,13
1996;09;05;25,02
1996;09;06;25,23
1996;09;09;25,13
1996;09;10;25,23
1996;09;11;25,45
1996;09;12;26,40
1996;09;13;26,40
1996;09;16;26,29
1996;09;17;25,97
1996;09;18;25,97
1996;09;19;26,18
1996;09;20;25,87
1996;09;23;25,34
1996;09;24;24,92
1996;09;25;24,82
1996;09;26;24,71
1996;09;27;24,61
1996;09;30;25,13
1996;10;01;23,15
1996;10;02;23,36
1996;10;04;23,25
1996;10;07;23,05
1996;10;08;23,15
1996;10;09;22,94
1996;10;10;23,05
1996;10;11;23,46
1996;10;14;23,67
1996;10;15;24,08
1996;10;16;23,98
1996;10;17;23,77
1996;10;18;23,98
1996;10;21;23,25
1996;10;22;23,67
1996;10;23;23,25
1996;10;24;23,46
1996;10;25;23,67
1996;10;28;23,36
1996;10;29;23,67
1996;10;30;23,67
1996;10;31;23,77
1996;11;01;25,23
1996;11;04;25,23
1996;11;05;25,55
1996;11;06;25,45
1996;11;07;25,45
1996;11;08;25,66
1996;11;11;25,76
1996;11;12;25,66
1996;11;13;25,13
1996;11;14;25,23
1996;11;18;25,34
1996;11;19;25,13
1996;11;20;25,23
1996;11;21;25,02
1996;11;22;25,23
1996;11;25;25,13
1996;11;26;25,02
1996;11;27;24,82
1996;11;28;25,02
1996;11;29;25,13
1996;12;02;23,56
1996;12;03;23,15
1996;12;04;23,25
1996;12;05;23,46
1996;12;06;23,56
1996;12;09;23,46
1996;12;10;23,67
1996;12;11;23,67
1996;12;12;23,77
1996;12;13;23,77
1996;12;16;23,88
1996;12;17;24,08
1996;12;18;24,40
1996;12;19;24,19
1996;12;20;24,19
1996;12;23;24,29
1996;12;24;24,29
1996;12;26;24,19
1996;12;27;23,98
1996;12;30;24,92
1996;12;31;24,92
1997;01;02;21,71
1997;01;03;21,41
1997;01;06;21,41
1997;01;07;21,51
1997;01;08;21,51
1997;01;09;21,51
1997;01;10;21,71
1997;01;13;21,71
1997;01;14;21,71
1997;01;15;21,71
1997;01;16;21,81
1997;01;17;21,81
1997;01;20;21,71
1997;01;21;21,61
1997;01;22;21,61
1997;01;23;21,71
1997;01;24;21,92
1997;01;27;21,81
1997;01;28;22,02
1997;01;29;21,92
1997;01;30;21,71
1997;01;31;22,63
1997;02;03;25,97
1997;02;04;26,50
1997;02;05;25,97
1997;02;06;26,08
1997;02;07;26,40
1997;02;12;26,40
1997;02;13;26,61
1997;02;14;26,50
1997;02;17;26,40
1997;02;18;26,50
1997;02;19;26,18
1997;02;20;26,08
1997;02;21;26,08
1997;02;24;25,97
1997;02;25;25,87
1997;02;26;25,87
1997;02;27;25,76
1997;02;28;25,34
1997;03;03;24,40
1997;03;04;24,08
1997;03;05;23,98
1997;03;06;24,08
1997;03;07;24,19
1997;03;10;24,08
1997;03;11;24,19
1997;03;12;24,19
1997;03;13;24,08
1997;03;14;24,19
1997;03;17;24,19
1997;03;18;24,08
1997;03;19;24,08
1997;03;20;24,08
1997;03;21;23,98
1997;03;24;23,98
1997;03;25;24,08
1997;03;26;24,19
1997;03;31;23,88
1997;04;01;21,00
1997;04;02;21,10
1997;04;03;21,10
1997;04;04;21,20
1997;04;07;21,41
1997;04;08;22,43
1997;04;09;21,81
1997;04;10;22,74
1997;04;11;23,15
1997;04;14;23,15
1997;04;15;22,74
1997;04;16;22,33
1997;04;17;23,25
1997;04;18;22,43
1997;04;22;21,92
1997;04;23;21,10
1997;04;24;21,00
1997;04;25;21,10
1997;04;28;21,20
1997;04;29;21,41
1997;04;30;21,10
1997;05;02;21,81
1997;05;05;21,71
1997;05;06;21,81
1997;05;07;21,81
1997;05;08;21,92
1997;05;09;22,12
1997;05;12;22,02
1997;05;13;22,02
1997;05;14;22,12
1997;05;15;22,02
1997;05;16;22,12
1997;05;19;22,22
1997;05;20;22,22
1997;05;21;22,12
1997;05;22;22,12
1997;05;23;22,12
1997;05;26;22,02
1997;05;27;21,81
1997;05;28;21,00
1997;05;30;21,00
1997;06;02;20,90
1997;06;03;20,90
1997;06;04;21,00
1997;06;05;21,10
1997;06;06;21,30
1997;06;09;21,51
1997;06;10;21,20
1997;06;11;21,20
1997;06;12;21,10
1997;06;13;21,30
1997;06;16;21,20
1997;06;17;21,30
1997;06;18;21,20
1997;06;19;21,20
1997;06;20;21,10
1997;06;23;21,10
1997;06;24;21,10
1997;06;25;20,80
1997;06;26;20,80
1997;06;27;20,49
1997;06;30;20,90
1997;07;01;19,18
1997;07;02;18,88
1997;07;03;18,98
1997;07;04;18,98
1997;07;07;19,18
1997;07;08;19,18
1997;07;09;19,08
1997;07;10;19,18
1997;07;11;19,28
1997;07;14;19,28
1997;07;15;19,38
1997;07;16;19,18
1997;07;17;19,08
1997;07;18;19,08
1997;07;21;18,98
1997;07;22;18,88
1997;07;23;18,88
1997;07;24;18,88
1997;07;25;18,98
1997;07;28;18,88
1997;07;29;18,88
1997;07;30;18,88
1997;07;31;18,78
1997;08;01;20,69
1997;08;04;20,59
1997;08;05;20,59
1997;08;06;20,49
1997;08;07;20,69
1997;08;08;20,69
1997;08;11;20,90
1997;08;12;21,00
1997;08;13;21,00
1997;08;14;21,00
1997;08;15;20,90
1997;08;18;20,80
1997;08;19;20,80
1997;08;20;20,80
1997;08;21;20,80
1997;08;22;20,80
1997;08;25;20,80
1997;08;26;20,80
1997;08;27;20,80
1997;08;28;20,80
1997;08;29;20,69
1997;09;01;20,09
1997;09;02;19,99
1997;09;03;19,89
1997;09;04;19,89
1997;09;05;19,89
1997;09;08;19,89
1997;09;09;19,89
1997;09;10;19,89
1997;09;11;19,89
1997;09;12;19,99
1997;09;15;19,99
1997;09;16;19,89
1997;09;17;19,89
1997;09;18;19,89
1997;09;19;19,89
1997;09;22;19,79
1997;09;23;19,89
1997;09;24;19,79
1997;09;25;19,69
1997;09;26;19,48
1997;09;29;19,18
1997;09;30;19,18
1997;10;01;18,98
1997;10;02;18,88
1997;10;03;18,88
1997;10;06;18,88
1997;10;07;18,98
1997;10;08;18,88
1997;10;09;18,88
1997;10;10;18,88
1997;10;13;18,88
1997;10;14;19,08
1997;10;15;19,08
1997;10;16;19,08
1997;10;17;18,98
1997;10;20;18,98
1997;10;21;18,98
1997;10;22;18,98
1997;10;23;18,88
1997;10;24;18,88
1997;10;27;18,88
1997;10;28;19,18
1997;10;29;19,18
1997;10;30;20,69
1997;10;31;41,20
1997;11;03;44,92
1997;11;04;44,92
1997;11;05;45,04
1997;11;06;45,65
1997;11;07;46,02
1997;11;10;46,14
1997;11;11;46,26
1997;11;12;46,26
1997;11;13;46,26
1997;11;14;46,39
1997;11;17;46,26
1997;11;18;46,26
1997;11;19;46,14
1997;11;20;46,02
1997;11;21;46,14
1997;11;24;46,14
1997;11;25;46,14
1997;11;26;46,14
1997;11;27;46,02
1997;11;28;44,92
1997;12;01;38,73
1997;12;02;38,62
1997;12;03;38,97
1997;12;04;39,20
1997;12;05;39,32
1997;12;08;38,85
1997;12;09;38,62
1997;12;10;38,85
1997;12;11;38,85
1997;12;12;38,73
1997;12;15;38,73
1997;12;16;39,08
1997;12;17;39,32
1997;12;18;41,08
1997;12;19;41,32
1997;12;22;41,56
1997;12;23;41,91
1997;12;24;41,91
1997;12;26;40,96
1997;12;29;40,84
1997;12;30;40,84
1997;12;31;40,84
1998;01;02;35,76
1998;01;05;37,49
1998;01;06;37,94
1998;01;07;38,07
1998;01;08;38,04
1998;01;09;38,02
1998;01;12;37,98
1998;01;13;38,01
1998;01;14;37,84
1998;01;15;37,85
1998;01;16;37,83
1998;01;19;37,72
1998;01;20;37,57
1998;01;21;37,44
1998;01;22;37,41
1998;01;23;37,41
1998;01;26;36,82
1998;01;27;36,52
1998;01;28;36,32
1998;01;29;34,24
1998;01;30;34,79
1998;02;02;34,45
1998;02;03;34,46
1998;02;04;34,68
1998;02;05;34,46
1998;02;06;34,65
1998;02;09;34,48
1998;02;10;34,48
1998;02;11;34,45
1998;02;12;34,41
1998;02;13;34,67
1998;02;16;34,41
1998;02;17;34,39
1998;02;18;34,37
1998;02;19;34,07
1998;02;20;33,97
1998;02;25;33,97
1998;02;26;33,67
1998;02;27;33,69
1998;03;02;33,68
1998;03;03;33,58
1998;03;04;32,55
1998;03;05;27,90
1998;03;06;28,04
1998;03;09;27,96
1998;03;10;27,90
1998;03;11;27,75
1998;03;12;27,42
1998;03;13;27,89
1998;03;16;27,63
1998;03;17;27,50
1998;03;18;27,51
1998;03;19;27,32
1998;03;20;27,45
1998;03;23;27,35
1998;03;24;27,33
1998;03;25;27,34
1998;03;26;27,34
1998;03;27;27,33
1998;03;30;27,31
1998;03;31;27,27
1998;04;01;27,25
1998;04;02;27,24
1998;04;03;27,26
1998;04;06;27,60
1998;04;07;27,92
1998;04;08;27,96
1998;04;13;27,83
1998;04;14;27,67
1998;04;15;25,90
1998;04;16;23,57
1998;04;17;23,35
1998;04;20;23,20
1998;04;22;23,16
1998;04;23;23,16
1998;04;24;23,16
1998;04;27;23,13
1998;04;28;23,17
1998;04;29;23,08
1998;04;30;22,85
1998;05;04;23,02
1998;05;05;23,37
1998;05;06;23,33
1998;05;07;23,19
1998;05;08;23,19
1998;05;11;23,23
1998;05;12;23,44
1998;05;13;23,23
1998;05;14;23,23
1998;05;15;23,16
1998;05;18;23,12
1998;05;19;23,10
1998;05;20;22,29
1998;05;21;21,69
1998;05;22;21,59
1998;05;25;21,58
1998;05;26;21,58
1998;05;27;21,57
1998;05;28;21,57
1998;05;29;21,50
1998;06;01;21,20
1998;06;02;21,06
1998;06;03;21,06
1998;06;04;21,07
1998;06;05;21,07
1998;06;08;21,08
1998;06;09;21,09
1998;06;10;21,09
1998;06;12;21,09
1998;06;15;21,09
1998;06;16;21,09
1998;06;17;21,09
1998;06;18;21,10
1998;06;19;21,09
1998;06;22;21,09
1998;06;23;21,09
1998;06;24;21,05
1998;06;25;20,76
1998;06;26;20,76
1998;06;29;20,70
1998;06;30;20,65
1998;07;01;20,59
1998;07;02;20,55
1998;07;03;20,50
1998;07;06;20,46
1998;07;07;20,49
1998;07;08;20,49
1998;07;09;20,49
1998;07;10;20,49
1998;07;13;20,49
1998;07;14;20,49
1998;07;15;20,49
1998;07;16;20,49
1998;07;17;20,49
1998;07;20;20,49
1998;07;21;20,49
1998;07;22;20,39
1998;07;23;20,25
1998;07;24;20,19
1998;07;27;20,09
1998;07;28;19,99
1998;07;29;19,98
1998;07;30;19,67
1998;07;31;19,63
1998;08;03;19,59
1998;08;04;19,55
1998;08;05;19,49
1998;08;06;19,45
1998;08;07;19,39
1998;08;10;19,35
1998;08;11;19,29
1998;08;12;19,25
1998;08;13;19,24
1998;08;14;19,20
1998;08;17;19,18
1998;08;18;19,17
1998;08;19;19,15
1998;08;20;19,14
1998;08;21;19,10
1998;08;24;19,09
1998;08;25;19,07
1998;08;26;19,05
1998;08;27;19,02
1998;08;28;19,01
1998;08;31;19,00
1998;09;01;19,08
1998;09;02;19,11
1998;09;03;19,14
1998;09;04;19,20
1998;09;08;29,87
1998;09;09;30,05
1998;09;10;29,73
1998;09;11;39,78
1998;09;14;39,76
1998;09;15;39,75
1998;09;16;39,75
1998;09;17;39,75
1998;09;18;39,73
1998;09;21;39,79
1998;09;22;39,89
1998;09;23;40,08
1998;09;24;39,96
1998;09;25;40,13
1998;09;28;40,26
1998;09;29;40,39
1998;09;30;40,50
1998;10;01;40,60
1998;10;02;40,70
1998;10;05;40,80
1998;10;06;40,90
1998;10;07;40,99
1998;10;08;41,10
1998;10;09;41,19
1998;10;13;41,30
1998;10;14;41,40
1998;10;15;41,50
1998;10;16;41,59
1998;10;19;41,70
1998;10;20;41,80
1998;10;21;41,90
1998;10;22;42,00
1998;10;23;42,11
1998;10;26;42,20
1998;10;27;42,30
1998;10;28;42,39
1998;10;29;42,50
1998;10;30;42,60
1998;11;03;42,70
1998;11;04;42,74
1998;11;05;42,73
1998;11;06;42,72
1998;11;09;42,74
1998;11;10;42,75
1998;11;11;42,74
1998;11;12;39,56
1998;11;13;38,99
1998;11;16;38,50
1998;11;17;38,00
1998;11;18;37,50
1998;11;19;37,00
1998;11;20;36,51
1998;11;23;36,00
1998;11;24;35,50
1998;11;25;35,00
1998;11;26;34,68
1998;11;27;34,59
1998;11;30;34,40
1998;12;01;34,20
1998;12;02;34,00
1998;12;03;33,80
1998;12;04;33,60
1998;12;07;33,40
1998;12;08;33,20
1998;12;09;33,00
1998;12;10;32,98
1998;12;11;32,63
1998;12;14;32,40
1998;12;15;32,21
1998;12;16;32,01
1998;12;17;29,37
1998;12;18;29,34
1998;12;21;29,02
1998;12;22;28,96
1998;12;23;28,96
1998;12;24;28,96
1998;12;28;28,84
1998;12;29;28,79
1998;12;30;28,96
1998;12;31;28,96
1999;01;04;29,04
1999;01;05;28,93
1999;01;06;28,94
1999;01;07;29,01
1999;01;08;29,13
1999;01;11;29,34
1999;01;12;29,33
1999;01;13;29,81
1999;01;14;29,83
1999;01;15;30,09
1999;01;18;29,85
1999;01;19;32,03
1999;01;20;32,17
1999;01;21;32,99
1999;01;22;32,48
1999;01;25;32,47
1999;01;26;32,48
1999;01;27;33,86
1999;01;28;35,48
1999;01;29;36,94
1999;02;01;38,79
1999;02;02;38,97
1999;02;03;38,99
1999;02;04;38,99
1999;02;05;38,99
1999;02;08;38,99
1999;02;09;38,99
1999;02;10;38,99
1999;02;11;38,99
1999;02;12;39,00
1999;02;17;38,99
1999;02;18;38,99
1999;02;19;38,99
1999;02;22;38,93
1999;02;23;38,98
1999;02;24;39,00
1999;02;25;38,97
1999;02;26;39,00
1999;03;01;38,98
1999;03;02;38,98
1999;03;03;39,00
1999;03;04;38,97
1999;03;05;44,92
1999;03;08;44,97
1999;03;09;44,84
1999;03;10;44,91
1999;03;11;44,97
1999;03;12;44,96
1999;03;15;44,96
1999;03;16;44,96
1999;03;17;44,96
1999;03;18;44,96
1999;03;19;44,99
1999;03;22;44,98
1999;03;23;44,95
1999;03;24;44,94
1999;03;25;41,96
1999;03;26;42,02
1999;03;29;41,99
1999;03;30;41,97
1999;03;31;41,93
1999;04;05;41,91
1999;04;06;39,47
1999;04;07;39,44
1999;04;08;39,44
1999;04;09;39,42
1999;04;12;39,41
1999;04;13;39,40
1999;04;14;39,39
1999;04;15;33,90
1999;04;16;33,96
1999;04;19;33,94
1999;04;20;33,94
1999;04;22;33,93
1999;04;23;33,92
1999;04;26;33,89
1999;04;27;33,89
1999;04;28;33,89
1999;04;29;31,97
1999;04;30;31,93
1999;05;03;31,90
1999;05;04;31,92
1999;05;05;31,90
1999;05;06;31,88
1999;05;07;31,87
1999;05;10;29,67
1999;05;11;29,46
1999;05;12;29,45
1999;05;13;27,04
1999;05;14;27,03
1999;05;17;26,94
1999;05;18;26,91
1999;05;19;26,89
1999;05;20;23,53
1999;05;21;23,46
1999;05;24;23,43
1999;05;25;23,42
1999;05;26;23,39
1999;05;27;23,38
1999;05;28;23,35
1999;05;31;23,34
1999;06;01;23,28
1999;06;02;23,29
1999;06;04;23,28
1999;06;07;23,28
1999;06;08;23,27
1999;06;09;21,99
1999;06;10;21,98
1999;06;11;21,97
1999;06;14;21,95
1999;06;15;21,92
1999;06;16;21,92
1999;06;17;21,90
1999;06;18;21,89
1999;06;21;21,88
1999;06;22;21,87
1999;06;23;21,84
1999;06;24;20,98
1999;06;25;20,97
1999;06;28;20,97
1999;06;29;20,96
1999;06;30;20,96
1999;07;01;20,94
1999;07;02;20,93
1999;07;05;21,05
1999;07;06;20,93
1999;07;07;20,90
1999;07;08;20,90
1999;07;09;20,88
1999;07;12;20,89
1999;07;13;20,87
1999;07;14;20,86
1999;07;15;20,86
1999;07;16;20,84
1999;07;19;20,83
1999;07;20;20,82
1999;07;21;20,81
1999;07;22;20,79
1999;07;23;20,79
1999;07;26;20,78
1999;07;27;20,77
1999;07;28;20,76
1999;07;29;19,52
1999;07;30;19,51
1999;08;02;19,51
1999;08;03;19,51
1999;08;04;19,51
1999;08;05;19,51
1999;08;06;19,51
1999;08;09;19,51
1999;08;10;19,51
1999;08;11;19,51
1999;08;12;19,51
1999;08;13;19,51
1999;08;16;19,52
1999;08;17;19,52
1999;08;18;19,52
1999;08;19;19,52
1999;08;20;19,52
1999;08;23;19,52
1999;08;24;19,52
1999;08;25;19,52
1999;08;26;19,52
1999;08;27;19,51
1999;08;30;19,51
1999;08;31;19,52
1999;09;01;19,51
1999;09;02;19,52
1999;09;03;19,53
1999;09;06;19,53
1999;09;08;19,52
1999;09;09;19,52
1999;09;10;19,52
1999;09;13;19,52
1999;09;14;19,52
1999;09;15;19,52
1999;09;16;19,53
1999;09;17;19,52
1999;09;20;19,52
1999;09;21;19,51
1999;09;22;19,50
1999;09;23;19,11
1999;09;24;19,02
1999;09;27;19,04
1999;09;28;19,02
1999;09;29;19,01
1999;09;30;19,00
1999;10;01;19,00
1999;10;04;18,99
1999;10;05;18,97
1999;10;06;18,96
1999;10;07;18,96
1999;10;08;18,95
1999;10;11;18,94
1999;10;13;18,93
1999;10;14;18,91
1999;10;15;18,91
1999;10;18;18,90
1999;10;19;18,89
1999;10;20;18,88
1999;10;21;18,88
1999;10;22;18,87
1999;10;25;18,86
1999;10;26;18,85
1999;10;27;18,84
1999;10;28;18,83
1999;10;29;18,83
1999;11;01;18,82
1999;11;03;18,81
1999;11;04;18,81
1999;11;05;18,81
1999;11;08;18,81
1999;11;09;18,81
